#number,Met0913_count,Met0920_count,Met0921_count,Met0936_count,Met0946_count,Met0947_count,Met0992_count,Met1003_count,Met1004_count,Met1020_count,Met1030_count,Met1031_count,MET2375_count,MET2379_count,MET2391_count,MET2395_count,MET2399_count,Met2822_count,Met2823_count,Met2824_count,Met2825_count,Met2834_count,Met2835_count,Met2836_count,Met2837_count,Met2846_count,Met2847_count,Met2849_count,Met2858_count,Met2859_count,Met2860_count,Met2861_count,Met2870_count,Met2871_count,Met2872_count,Met2873_count,Met2882_count,Met2883_count,Met2885_count,Met2894_count,Met2895_count,Met2897_count,Met2906_count,Met2909_count,Met3132_count,Met3138_count,Met3139_count,Met3142_count,Met3144_count,Met3506_count,Met3507_count,Met3508_count,Met3509_count,Met3510_count,Met3511_count,Met3512_count,Met3513_count,Met3514_count,Met3515_count,Met3516_count,Met3517_count,Met3518_count,Met3519_count,Met3520_count,Met4126_count,Met4127_count,Met4128_count,Met4129_count,Met4130_count,Met4131_count,Met4132_count,Met4133_count,Met4134_count,Met4135_count,Met4136_count,Met4137_count,Met4138_count,Met4139_count,Met4140_count,Met4141_count,Met4142_count,Met4143_count,Met4144_count,Met4145_count,Met4146_count,Met4147_count,Met4148_count,Met4149_count,Met4150_count,Met4151_count,Met4152_count,Met4153_count,Met4154_count,Met4155_count,Met4156_count,Met4157_count,Met4158_count,Met4191_count,Met4348_count,Met4349_count,Met4350_count,Met4351_count,Met4352_count,Met4353_count,Met4357_count,Met4358_count,Met4359_count,Met4360_count,Met4361_count,Met4362_count,Met4363_count,Met4364_count,Met4365_count,Met4366_count,Met4367_count,Met4368_count,Met4369_count,Met4370_count,Met4371_count,Met4372_count,Met4373_count,Met4374_count,Met4375_count,Met4376_count,Met4520_count,Met4521_count,Met4522_count,Met4523_count,Met4524_count,Met4525_count,Met4526_count,Met4527_count,MET1315_Count,MET1323_Count,MET1325_Count,MET1950_Count,MET1951_Count,MET1952_Count,MET1954_Count,MET1955_Count,MET1956_Count,MET1958_Count,MET1959_Count,MET1960_Count,MET1966_Count,MET1967_Count,MET1968_Count,MET1970_Count,MET1971_Count,MET1972_Count,MET1974_Count,MET1975_Count,MET1976_Count,MET1982_Count,MET1983_Count,MET1984_Count,MET1986_Count,MET1987_Count,MET1988_Count,ARG_family,TotMarkerLength
1,0,0,0,0,0,0,0,0,0,0,0,0,7.327718469,1.910744446,0,0,0,0,0,2.153458697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.31193374,0,0,0,0,12.80179567,0,7.33046419,0,0,0,0,0,0,0.591027683,0,0,0,0,0,0,0,0,0,0,2.433216273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6192564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68797749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|A1A317|ARO_3004480|Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin__Bifidobacterium_adolescentis_ATCC_15703_,8
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA03550_1|ARO_3002523|AAC(2_)-Ia__Providencia_stuartii_,120
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA16194_1|ARO_3002540|AAC(3)-VIa__Enterobacter_cloacae_,206
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA19882_1|ARO_3003562|blaF__Mycobacterium_fortuitum_,9
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA20116_1|ARO_3000180|tetA(P)__Clostridium_perfringens_,143
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504994299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA20117_1|ARO_3000195|tetB(P)__Clostridium_perfringens_,105
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.83874203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526976987,0,314.9746263,194.8323109,160.3569298,0,0,0,0,0,0,0,0,0,573.6063201,17.86289255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA21532_1|ARO_3003559|cepA_beta-lactamase__Bacteroides_fragilis_,102
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.836616291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA21889_1|ARO_3002554|AAC(6_)-Ig__Acinetobacter_haemolyticus_,49
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA22081_1|ARO_3004451|Agrobacterium_fabrum_chloramphenicol_acetyltransferase__Agrobacterium_tumefaciens_str__C58_,28
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gb|AAA22277_1|ARO_3003007|bmr__Bacillus_subtilis_,41
